common_name,scientific_name,alternative_common_names,alternative_scientific_names
Rufous Mourner,Rhytipterna holerythra,,
Greyish Mourner,Rhytipterna simplex,Grayish Mourner,
Pale-bellied Mourner,Rhytipterna immunda,,
Rufous Casiornis,Casiornis rufus,,Casiornis rufa
Ash-throated Casiornis,Casiornis fuscus,,Casiornis fusca
Choco Sirystes,Sirystes albogriseus,,
White-rumped Sirystes,Sirystes albocinereus,,
Sibilant Sirystes,Sirystes sibilator,,
Todd's Sirystes,Sirystes subcanescens,,
,Sirystes sibilator,Eastern Sirystes,
Rufous Flycatcher,Myiarchus semirufus,,
Swainson's Flycatcher,Myiarchus swainsoni,,
Sad Flycatcher,Myiarchus barbirostris,,
Dusky-capped Flycatcher,Myiarchus tuberculifer,,
Sooty-crowned Flycatcher,Myiarchus phaeocephalus,,
Panama Flycatcher,Myiarchus panamensis,Panamanian Flycatcher,
Short-crested Flycatcher,Myiarchus ferox,,
Venezuelan Flycatcher,Myiarchus venezuelensis,,
Pale-edged Flycatcher,Myiarchus cephalotes,,
Rufous-tailed Flycatcher,Myiarchus validus,,
La Sagra's Flycatcher,Myiarchus sagrae,,
Stolid Flycatcher,Myiarchus stolidus,,
Puerto Rican Flycatcher,Myiarchus antillarum,,
Lesser Antillean Flycatcher,Myiarchus oberi,,
Great Crested Flycatcher,Myiarchus crinitus,,
Yucatan Flycatcher,Myiarchus yucatanensis,,
Brown-crested Flycatcher,Myiarchus tyrannulus,,
Grenada Flycatcher,Myiarchus nugator,,
Apical Flycatcher,Myiarchus apicalis,,
Ash-throated Flycatcher,Myiarchus cinerascens,,
Nutting's Flycatcher,Myiarchus nuttingi,,
Galapagos Flycatcher,Myiarchus magnirostris,Large-billed Flycatcher,
Long-tailed Tyrant,Colonia colonus,,
Mouse-grey Flycatcher,Myiophobus crypterythrus,,
Bran-colored Flycatcher,Myiophobus fasciatus,,
Rufescent Flycatcher,Myiophobus rufescens,,
Olive-chested Flycatcher,Myiophobus cryptoxanthus,,
Flavescent Flycatcher,Myiophobus flavicans,,
Orange-crested Flycatcher,Myiophobus phoenicomitra,,
Unadorned Flycatcher,Myiophobus inornatus,,
Roraiman Flycatcher,Myiophobus roraimae,,
,Myiophobus fasciatus,,
Crowned Chat-tyrant,Silvicultrix frontalis,Crowned Chat-Tyrant,Silvicultrix frontalis; Ochthoeca frontalis
Jelski's Chat-tyrant,Silvicultrix jelskii,Jelski's Chat-Tyrant,Silvicultrix jelskii; Ochthoeca jelskii
Golden-browed Chat-tyrant,Silvicultrix pulchella,Golden-browed Chat-Tyrant,Silvicultrix pulchella; Ochthoeca pulchella
Yellow-bellied Chat-tyrant,Silvicultrix diadema,Yellow-bellied Chat-Tyrant,Silvicultrix diadema; Ochthoeca diadema
Patagonian Tyrant,Colorhamphus parvirostris,,Ochthoeca parvirostris
Slaty-backed Chat-tyrant,Ochthoeca cinnamomeiventris,,
Blackish Chat-tyrant,Ochthoeca nigrita,,
Chestnut-belted Chat-tyrant,Ochthoeca thoracica,,
Rufous-breasted Chat-tyrant,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,
Brown-backed Chat-tyrant,Ochthoeca fumicolor,,
Rufous-browed Chat-tyrant,Ochthoeca superciliosa,,
D'Orbigny's Chat-tyrant,Ochthoeca oenanthoides,"D'Orbigny's Chat-Tyrant, d'Orbigny's Chat-Tyrant",
Piura Chat-tyrant,Ochthoeca piurae,Piura Chat-Tyrant,
White-browed Chat-tyrant,Ochthoeca leucophrys,White-browed Chat-Tyrant,
Tumbes Tyrant,Ochthoeca salvini,,Ochthoeca salvini; Tumbezia salvini
,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,
,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,
Chapada Flycatcher,Guyramemua affinis,Chapada Suiriri,"Suiriri affinis, Suiriri islerorum"
Northern Scrub-flycatcher,Sublegatus arenarum,"Northern Scrub-Flycatcher, Northern Scrub Flycatcher",
Amazonian Scrub-flycatcher,Sublegatus obscurior,"Amazonian Scrub Flycatcher, Todd's Scrub-Flycatcher, Todd's Scrub-flycatcher",
Southern Scrub-flycatcher,Sublegatus modestus,"Southern Scrub Flycatcher, Southern Scrub-Flycatcher",
Common Vermilion Flycatcher,Pyrocephalus rubinus,,
Little Vermilion Flycatcher,Pyrocephalus nanus,,
Least Vermilion Flycatcher,Pyrocephalus dubius,San Cristobal Vermilion Flycatcher,
,Pyrocephalus rubinus,,
Pied Water-tyrant,Fluvicola pica,"Pied Water-Tyrant, Pied Water Tyrant",
Black-backed Water-tyrant,Fluvicola albiventer,"Black-backed Water-Tyrant, Black-backed Water Tyrant",
Masked Water-tyrant,Fluvicola nengeta,"Masked Water-Tyrant, Masked Water Tyrant",
,Fluvicola atripennis,,
White-headed Marsh-tyrant,Arundinicola leucocephala,"White-headed Marsh-Tyrant, White-headed Marsh Tyrant",Fluvicola leucocephala
Streamer-tailed Tyrant,Gubernetes yetapa,,
Shear-tailed Grey Tyrant,Muscipipra vetula,"Shear-tailed Gray-Tyrant, Shear-tailed Grey-tyrant",
Cock-tailed Tyrant,Alectrurus tricolor,,
Strange-tailed Tyrant,Alectrurus risora,,Yetapa risoria; Alectrurus risorus
Austral Negrito,Lessonia rufa,Patagonian Negrito,
Andean Negrito,Lessonia oreas,,
Spectacled Tyrant,Hymenops perspicillatus,,Hymenops perspicillata
Riverside Tyrant,Knipolegus orenocensis,,
Sclater's Black-tyrant,Knipolegus sclateri,,
Amazonian Black-tyrant,Knipolegus poecilocercus,"Amazonian Black-Tyrant, Amazonian Black Tyrant",
Rufous-tailed Tyrant,Knipolegus poecilurus,,
Caatinga Black-tyrant,Knipolegus franciscanus,"Brazilian Black-tyrant, Caatinga Black Tyrant",
Crested Black-tyrant,Knipolegus lophotes,"Crested Black Tyrant, Crested Black-Tyrant",
Velvety Black-tyrant,Knipolegus nigerrimus,"Velvety Black Tyrant, Velvety Black-Tyrant",
Andean Black-tyrant,Knipolegus signatus,Andean Tyrant,
Plumbeous Black-tyrant,Knipolegus cabanisi,"Plumbeous Andean-Tyrant, Plumbeous Tyrant",
Blue-billed Black-tyrant,Knipolegus cyanirostris,"Blue-billed Black-Tyrant, Blue-billed Black Tyrant",
Cinereous Black-tyrant,Knipolegus striaticeps,Cinereous Tyrant,
Hudson's Black-tyrant,Knipolegus hudsoni,"Hudson's Black-Tyrant, Hudson's Black Tyrant",
White-winged Black-tyrant,Knipolegus aterrimus,,
White-rumped Black-tyrant,Knipolegus heterogyna,,
,Knipolegus signatus,Black Andean-Tyrant,
,Knipolegus aterrimus,"White-winged Black-Tyrant, White-winged Black Tyrant",
,Knipolegus aterrimus,White-winged Black-Tyrant,
,Knipolegus orenocensis,,
Yellow-browed Tyrant,Satrapa icterophrys,,
Little Ground-tyrant,Muscisaxicola fluviatilis,"Little Ground Tyrant, Little Ground-Tyrant",
Spot-billed Ground-tyrant,Muscisaxicola maculirostris,"Spot-billed Ground Tyrant, Spot-billed Ground-Tyrant",
Taczanowski's Ground-tyrant,Muscisaxicola griseus,"Plain-capped Ground Tyrant, Taczanowski's Ground-Tyrant",
Puna Ground-tyrant,Muscisaxicola juninensis,"Puna Ground-Tyrant, Puna Ground Tyrant",
Cinereous Ground-tyrant,Muscisaxicola cinereus,"Cinereous Ground Tyrant, Cinereous Ground-Tyrant",Muscisaxicola cinerea
White-fronted Ground-tyrant,Muscisaxicola albifrons,"White-fronted Ground-Tyrant, White-fronted Ground Tyrant",
Ochre-naped Ground-tyrant,Muscisaxicola flavinucha,"Ochre-naped Ground Tyrant, Ochre-naped Ground-Tyrant",
Rufous-naped Ground-tyrant,Muscisaxicola rufivertex,,
Chestnut-naped Ground-tyrant,Muscisaxicola occipitalis,,
Dark-faced Ground-tyrant,Muscisaxicola maclovianus,"Dark-faced Ground Tyrant, Dark-faced Ground-Tyrant",Muscisaxicola macloviana
White-browed Ground-tyrant,Muscisaxicola albilora,"White-browed Ground-Tyrant, White-browed Ground Tyrant",
Plain-capped Ground-tyrant,Muscisaxicola alpinus,"Plain-capped Ground-Tyrant, Paramo Ground Tyrant",
Cinnamon-bellied Ground-tyrant,Muscisaxicola capistratus,"Cinnamon-bellied Ground-Tyrant, Cinnamon-bellied Ground Tyrant",Muscisaxicola capistrata
Black-fronted Ground-tyrant,Muscisaxicola frontalis,"Black-fronted Ground-Tyrant, Black-fronted Ground Tyrant",
,Muscisaxicola rufivertex,"Rufous-naped Ground Tyrant, Rufous-naped Ground-Tyrant",
,Muscisaxicola alpina,Plain-capped Ground-Tyrant,
Red-rumped Bush-tyrant,Cnemarchus erythropygius,"Red-rumped Bush Tyrant, Red-rumped Bush-Tyrant",Myiotheretes erythropygius
Rufous-webbed Bush-tyrant,Polioxolmis rufipennis,"Rufous-webbed Bush-Tyrant, Rufous-webbed Bush Tyrant",Myiotheretes rufipennis
Fire-eyed Diucon,Xolmis pyrope,,
Grey Monjita,Xolmis cinereus,Gray Monjita,Xolmis cinerea
Black-crowned Monjita,Xolmis coronatus,,Xolmis coronata
White-rumped Monjita,Xolmis velatus,,Xolmis velata
White Monjita,Xolmis irupero,,
Salinas Monjita,Xolmis salinarum,,Neoxolmis salinarum
Rusty-backed Monjita,Xolmis rubetra,,Neoxolmis rubetra
Black-and-white Monjita,Xolmis dominicanus,,Heteroxolmis dominicana; Xolmis dominicana
Black-billed Shrike-tyrant,Agriornis montanus,Black-billed Shrike-Tyrant,Agriornis montana
White-tailed Shrike-tyrant,Agriornis albicauda,White-tailed Shrike-Tyrant,Agriornis andicola
Great Shrike-tyrant,Agriornis lividus,Great Shrike-Tyrant,Agriornis livida
Grey-bellied Shrike-tyrant,Agriornis micropterus,"Gray-bellied Shrike-Tyrant, Grey-bellied Shrike-Tyrant",Agriornis microptera
Lesser Shrike-tyrant,Agriornis murinus,Lesser Shrike-Tyrant,Agriornis murina
Chocolate-vented Tyrant,Neoxolmis rufiventris,,
Streak-throated Bush-tyrant,Myiotheretes striaticollis,"Streak-throated Bush Tyrant, Streak-throated Bush-Tyrant",
Santa Marta Bush-tyrant,Myiotheretes pernix,"Santa Marta Bush-Tyrant, Santa Marta Bush Tyrant",
Smoky Bush-tyrant,Myiotheretes fumigatus,"Smoky Bush-Tyrant, Smoky Bush Tyrant",
Rufous-bellied Bush-tyrant,Myiotheretes fuscorufus,"Rufous-bellied Bush-Tyrant, Rufous-bellied Bush Tyrant",
Drab Water-tyrant,Ochthornis littoralis,Drab Water Tyrant,Ochthoeca littoralis
Fuscous Flycatcher,Cnemotriccus fuscatus,,
Tawny-chested Flycatcher,Aphanotriccus capitalis,,
Black-billed Flycatcher,Aphanotriccus audax,,
Euler's Flycatcher,Lathrotriccus euleri,,Empidonax euleri
Grey-breasted Flycatcher,Lathrotriccus griseipectus,Gray-breasted Flycatcher,Empidonax griseipectus
Tufted Flycatcher,Mitrephanes phaeocercus,Northern Tufted Flycatcher,
Olive Flycatcher,Mitrephanes olivaceus,Olive Tufted Flycatcher,
Black Phoebe,Sayornis nigricans,,
Eastern Phoebe,Sayornis phoebe,,
Say's Phoebe,Sayornis saya,,
Acadian Flycatcher,Empidonax virescens,,
Yellow-bellied Flycatcher,Empidonax flaviventris,,
Yellowish Flycatcher,Empidonax flavescens,,
Pacific-slope Flycatcher,Empidonax difficilis,,
Cordilleran Flycatcher,Empidonax occidentalis,,
White-throated Flycatcher,Empidonax albigularis,,
Willow Flycatcher,Empidonax traillii,,
Alder Flycatcher,Empidonax alnorum,,
Buff-breasted Flycatcher,Empidonax fulvifrons,,
Black-capped Flycatcher,Empidonax atriceps,,
American Grey Flycatcher,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",
Least Flycatcher,Empidonax minimus,,
Hammond's Flycatcher,Empidonax hammondii,,
American Dusky Flycatcher,Empidonax oberholseri,Dusky Flycatcher,
Pine Flycatcher,Empidonax affinis,,
Olive-sided Flycatcher,Contopus cooperi,,Contopus borealis
Greater Pewee,Contopus pertinax,,
Dark Pewee,Contopus lugubris,,
Smoke-colored Pewee,Contopus fumigatus,Smoke-coloured Pewee,
Ochraceous Pewee,Contopus ochraceus,,
Western Wood-pewee,Contopus sordidulus,"Western Wood-Pewee, Western Wood Pewee",
Eastern Wood-pewee,Contopus virens,"Eastern Wood-Pewee, Eastern Wood Pewee",
Northern Tropical Pewee,Contopus bogotensis,,
Western Tropical Pewee,Contopus punensis,,
Southern Tropical Pewee,Contopus cinereus,,
Cuban Pewee,Contopus caribaeus,Greater Antillean Pewee,
Jamaican Pewee,Contopus pallidus,,
Hispaniolan Pewee,Contopus hispaniolensis,,
Lesser Antillean Pewee,Contopus latirostris,,
White-throated Pewee,Contopus albogularis,,
Blackish Pewee,Contopus nigrescens,,
,Contopus caribaeus,Greater Antillean Pewee,
,Contopus cinereus,,
Belted Flycatcher,Xenotriccus callizonus,,
Pileated Flycatcher,Xenotriccus mexicanus,,
Albert's Lyrebird,Menura alberti,,
Superb Lyrebird,Menura novaehollandiae,,
Rufous Scrub-bird,Atrichornis rufescens,Rufous Scrubbird,
Noisy Scrub-bird,Atrichornis clamosus,"Noisy Scrubbird, Western Scrubird, Corredor Chill�n",
White-eared Catbird,Ailuroedus buccoides,,
Black-eared Catbird,Ailuroedus melanotis,Spotted Catbird,
Green Catbird,Ailuroedus crassirostris,,
Tooth-billed Bowerbird,Scenopoeetes dentirostris,Tooth-billed Catbird,Ailuroedus dentirostris
Archbold's Bowerbird,Archboldia papuensis,,
,Archboldia sanfordi,Sanford's Bowerbird,
,Archboldia papuensis,,
MacGregor's Bowerbird,Amblyornis macgregoriae,,
Streaked Bowerbird,Amblyornis subalaris,,
Vogelkop Bowerbird,Amblyornis inornata,,Amblyornis inornatus
Golden-fronted Bowerbird,Amblyornis flavifrons,Yellow-fronted Bowerbird,
Golden Bowerbird,Prionodura newtoniana,,Amblyornis newtonianus
Regent Bowerbird,Sericulus chrysocephalus,,
Flame Bowerbird,Sericulus ardens,,
Masked Bowerbird,Sericulus aureus,,
Fire-maned Bowerbird,Sericulus bakeri,"Adelbert Bowerbird, Adelbert Regent Bowerbird",
,Sericulus aureus,,
Satin Bowerbird,Ptilonorhynchus violaceus,,
Spotted Bowerbird,Chlamydera maculata,,Ptilonorhynchus maculatus
Western Bowerbird,Chlamydera guttata,,Ptilonorhynchus guttatus
Yellow-breasted Bowerbird,Chlamydera lauterbachi,,
Great Bowerbird,Chlamydera nuchalis,,Ptilonorhynchus nuchalis
Fawn-breasted Bowerbird,Chlamydera cerviniventris,,Ptilonorhynchus cerviniventris
White-throated Treecreeper,Cormobates leucophaea,,Cormobates leucophaeus
Papuan Treecreeper,Cormobates placens,,
Red-browed Treecreeper,Climacteris erythrops,,
White-browed Treecreeper,Climacteris affinis,,
Rufous Treecreeper,Climacteris rufus,,Climacteris rufa
Brown Treecreeper,Climacteris picumnus,,
Black-tailed Treecreeper,Climacteris melanurus,,Climacteris melanura
Wallace's Fairy-wren,Sipodotus wallacii,Wallace's Fairywren,
Orange-crowned Fairy-wren,Clytomyias insignis,Orange-crowned Fairywren,
Broad-billed Fairy-wren,Chenorhamphus grayi,Broad-billed Fairywren,Malurus grayi
Emperor Fairy-wren,Malurus cyanocephalus,Emperor Fairywren,
Purple-crowned Fairy-wren,Malurus coronatus,"Lilac-crowned Wren, Purple-crowned Fairywren",
Red-winged Fairy-wren,Malurus elegans,Red-winged Fairywren,
Blue-breasted Fairy-wren,Malurus pulcherrimus,Blue-breasted Fairywren,
Lovely Fairy-wren,Malurus amabilis,Lovely Fairywren,
Purple-backed Fairy-wren,Malurus assimilis,Variegated Fairywren,
Variegated Fairy-wren,Malurus lamberti,Variegated Fairywren,
Superb Fairy-wren,Malurus cyaneus,Superb Fairywren,
Splendid Fairy-wren,Malurus splendens,Splendid Fairywren,
White-shouldered Fairy-wren,Malurus alboscapulatus,White-shouldered Fairywren,
Red-backed Fairy-wren,Malurus melanocephalus,Red-backed Fairywren,
White-winged Fairy-wren,Malurus leucopterus,White-winged Fairywren,
,Malurus grayi,Broad-billed Fairywren,
,Malurus campbelli,Campbell's Fairywren,
,Malurus lamberti,Variegated Fairywren,
Southern Emu-wren,Stipiturus malachurus,Southern Emuwren,
Mallee Emu-wren,Stipiturus mallee,Mallee Emuwren,
Rufous-crowned Emu-wren,Stipiturus ruficeps,Rufous-crowned Emuwren,
Grey Grasswren,Amytornis barbatus,,
White-throated Grasswren,Amytornis woodwardi,,
Carpentarian Grasswren,Amytornis dorotheae,Red-winged Grasswren,
Striated Grasswren,Amytornis striatus,,
Short-tailed Grasswren,Amytornis merrotsyi,,
Black Grasswren,Amytornis housei,,
Eyrean Grasswren,Amytornis goyderi,,
Kalkadoon Grasswren,Amytornis ballarae,,
Dusky Grasswren,Amytornis purnelli,,
Western Grasswren,Amytornis textilis,,
Thick-billed Grasswren,Amytornis modestus,,
,Amytornis striatus,,
,Amytornis purnelli,,
,Amytornis textilis,,
Eastern Bristlebird,Dasyornis brachypterus,,
Western Bristlebird,Dasyornis longirostris,"Curruca Bigotuda Piquilarga, Long-billed Bristlebird",
Rufous Bristlebird,Dasyornis broadbenti,,
Dark-eared Myza,Myza celebensis,,
White-eared Myza,Myza sarasinorum,,
Banded Honeyeater,Cissomela pectoralis,,Cissomela pectoralis; Certhionyx pectoralis
White-streaked Honeyeater,Trichodere cockerelli,,
Crescent Honeyeater,Phylidonyris pyrrhopterus,,Phylidonyris pyrrhoptera
White-cheeked Honeyeater,Phylidonyris niger,,Phylidonyris nigra
New Holland Honeyeater,Phylidonyris novaehollandiae,,
Scaly-crowned Honeyeater,Lichmera lombokia,,
Olive Honeyeater,Lichmera argentauris,,
Brown Honeyeater,Lichmera indistincta,,Lichmera limbata
Grey-eared Honeyeater,Lichmera incana,Dark-brown Honeyeater,
Silver-eared Honeyeater,Lichmera alboauricularis,,
Scaly-breasted Honeyeater,Lichmera squamata,White-tufted Honeyeater,
Buru Honeyeater,Lichmera deningeri,,
Seram Honeyeater,Lichmera monticola,,
Flame-eared Honeyeater,Lichmera flavicans,Yellow-eared Honeyeater,
Black-necklaced Honeyeater,Lichmera notabilis,"Wetar Honeyeater, Black-chested Honeyeater",
,Lichmera indistincta,,
,Lichmera limbata,,
Blue-faced Honeyeater,Entomyzon cyanotis,,
White-quilled Honeyeater,Entomyzon albipennis,,
,Entomyzon cyanotis,,
Gilbert's Honeyeater,Melithreptus chloropsis,,
White-naped Honeyeater,Melithreptus lunatus,,
Black-headed Honeyeater,Melithreptus affinis,,
White-throated Honeyeater,Melithreptus albogularis,,
Strong-billed Honeyeater,Melithreptus validirostris,,
Golden-backed Honeyeater,Melithreptus laetior,,
Black-chinned Honeyeater,Melithreptus gularis,,
Brown-headed Honeyeater,Melithreptus brevirostris,,
,Melithreptus gularis,,
,Melithreptus lunatus,,
White-eared Honeyeater,Nesoptilotis leucotis,,Lichenostomus leucotis
Yellow-throated Honeyeater,Nesoptilotis flavicollis,,Lichenostomus flavicollis
Makira Honeyeater,Meliarchus sclateri,San Cristobal Melidectes,Melidectes sclateri
Guadalcanal Honeyeater,Guadalcanaria inexpectata,,
Kadavu Honeyeater,Meliphacator provocator,,Xanthotis provocator
Yellow-billed Honeyeater,Gymnomyza viridis,,
Giant Honeyeater,Gymnomyza brunneirostris,,
Mao,Gymnomyza samoensis,,
Crow Honeyeater,Gymnomyza aubryana,,
,Gymnomyza viridis,Yodeling Honeyeater,
Kikau,Foulehaio procerior,,
Fiji Wattled Honeyeater,Foulehaio taviunensis,,
Polynesian Wattled Honeyeater,Foulehaio carunculatus,,
,Foulehaio carunculatus,,
Spotted Honeyeater,Xanthotis polygrammus,,Xanthotis polygramma
Macleay's Honeyeater,Xanthotis macleayanus,Macleay Honeyeater,Xanthotis macleayana
Tawny-breasted Honeyeater,Xanthotis flaviventer,,
Striped Honeyeater,Plectorhyncha lanceolata,,
Painted Honeyeater,Grantiella picta,,
White-streaked Friarbird,Melitograis gilolensis,,
Meyer's Friarbird,Philemon meyeri,,
Brass's Friarbird,Philemon brassi,,
Little Friarbird,Philemon citreogularis,,
Grey Friarbird,Philemon kisserensis,"Polochion de Kisar, Filem�n de la Kisar",
Timor Friarbird,Philemon inornatus,Plain Friarbird,
Dusky Friarbird,Philemon fuscicapillus,Morotai Friarbird,
Seram Friarbird,Philemon subcorniculatus,Grey-necked Friarbird,
Black-faced Friarbird,Philemon moluccensis,,
Tanimbar Friarbird,Philemon plumigenis,,
Helmeted Friarbird,Philemon buceroides,,Philemon novaeguineae
New Britain Friarbird,Philemon cockerelli,,
New Ireland Friarbird,Philemon eichhorni,,
White-naped Friarbird,Philemon albitorques,,
Silver-crowned Friarbird,Philemon argenticeps,,
Noisy Friarbird,Philemon corniculatus,,
New Caledonian Friarbird,Philemon diemenensis,,
,Philemon novaeguineae,Papuan Friarbird,
,Philemon citreogularis,,
,Philemon moluccensis,,
,Philemon buceroides,,
Black Honeyeater,Sugomel nigrum,,Sugomel niger; Certhionyx niger
Bismarck Honeyeater,Vosea whitemanensis,"Gilliard's Honeyeater, Bismarck Melidectes",Melidectes whitemanensis
Drab Myzomela,Myzomela blasii,,
White-chinned Myzomela,Myzomela albigula,,
Ashy Myzomela,Myzomela cineracea,,
Ruby-throated Myzomela,Myzomela eques,,
Moluccan Myzomela,Myzomela simplex,,
Obi Myzomela,Myzomela rubrotincta,,
Red-brown Myzomela,Myzomela rubrobrunnea,,
Dusky Myzomela,Myzomela obscura,,
Reddish Myzomela,Myzomela erythrina,,
Red Myzomela,Myzomela cruentata,,
Papuan Black Myzomela,Myzomela nigrita,Black Myzomela,
New Ireland Myzomela,Myzomela pulchella,"Crimson-fronted Myzomela, Olive-yellow Myzomela",
Crimson-hooded Myzomela,Myzomela kuehni,Wetar Myzomela,
Red-headed Myzomela,Myzomela erythrocephala,Red-headed Honeyeater,
Sumba Myzomela,Myzomela dammermani,,
Mountain Myzomela,Myzomela adolphinae,Midget Myzomela,
Rotuma Myzomela,Myzomela chermesina,,
Sulawesi Myzomela,Myzomela chloroptera,,
Bacan Myzomela,Myzomela batjanensis,,
Wakolo Myzomela,Myzomela wakoloensis,,
Banda Myzomela,Myzomela boiei,,
Scarlet Myzomela,Myzomela sanguinolenta,Scarlet Honeyeater,
New Caledonian Myzomela,Myzomela caledonica,,
Cardinal Myzomela,Myzomela cardinalis,,
Micronesian Myzomela,Myzomela rubratra,,
Sclater's Myzomela,Myzomela sclateri,Scarlet-bibbed Myzomela,
Bismarck Black Myzomela,Myzomela pammelaena,Ebony Myzomela,
Red-capped Myzomela,Myzomela lafargei,Scarlet-naped Myzomela,
Crimson-rumped Myzomela,Myzomela eichhorni,Yellow-vented Myzomela,
Malaita Myzomela,Myzomela malaitae,"Red-vested Myzomela, Red-bellied Myzomela",
Black-headed Myzomela,Myzomela melanocephala,,
Sooty Myzomela,Myzomela tristrami,,
Orange-breasted Myzomela,Myzomela jugularis,Sulphur-breasted Myzomela,
